model,horizon_minutes,x_error_AE,y_error_AE,z_error_AE,satclockerror_AE,x_error_cumulative_MAE,y_error_cumulative_MAE,z_error_cumulative_MAE,satclockerror_cumulative_MAE
GRU,645,0.8126006789999998,0.2849972677500001,1.587044954625,1.315111628125,2.983000380680314,2.559258052293605,2.0623478847904066,2.193698714178779
GRU,660,1.3567681125,0.8111171956250003,2.3953386809375,0.6779372421875001,2.9460405564034886,2.5195275782784092,2.0699158574301135,2.159249589815341
GRU,675,2.193444226,1.5685730535000002,3.40197772725,0.07609394375000011,2.9293161935056333,2.4983952555055557,2.0995172323149998,2.112957242125
GRU,690,2.6404540594999997,1.9407979113750002,4.1324712035625,0.8659286296875,2.9230365818968154,2.4862735741114133,2.1437118838638587,2.0858479244633155
GRU,705,3.3418052929999993,2.486201139250001,4.979672919874999,1.7626817156250003,2.9319465544734786,2.4862720329441492,2.204051480374734,2.078972047679521
GRU,720,4.237228776499999,2.796010527125,5.7321832661875,2.1771700015625,2.9591399340990314,2.4927249182395834,2.2775542259125,2.0810178383854168
GRU,735,4.849912880000001,3.440675785,1.0365375866830369,2.6841323875,2.997727137076602,2.5120708542959185,2.2522273557241435,2.0933262985714287
GRU,750,0.704600173,3.8855963549999997,0.2874966189999999,2.116876803,2.95186459779507,2.53954136431,2.2129327409896606,2.0937973086599997
GRU,765,0.541268118,0.617038161,0.662397414,2.474286286,2.9045980001520295,2.5018452230686274,2.1825300875192752,2.101257876843137
GRU,780,0.057279038999999976,0.223330743,1.80175128,2.439021154,2.849841866283721,2.458027636913462,2.1752074181439047,2.107753324480769
GRU,795,0.12068809626216037,2.6171540558794253,10.563183133688693,2.3220468332081854,2.7983483989248237,2.4610300221769705,2.3334711108900326,2.111796598230343
GRU,810,3.2719689631046207,0.7778169116428063,6.5349466507480285,1.1162928329461785,2.807119150113339,2.4298594090189303,2.4112762134799954,2.0933613433176737
GRU,825,7.240942684,0.270287765209942,4.166217143,3.7363805050000005,2.8877341234567324,2.3905944700405852,2.4431842303803593,2.123234418984625
GRU,840,1.954248102,3.116689445,3.012595222,1.530460618,2.871064730216433,2.403560451736289,2.4533522838021384,2.112649172538471
GRU,855,0.7256859280000001,0.7413742609999999,0.22997153399999992,1.403612793,2.833426505616145,2.3743992904953015,2.4143456039810482,2.100209937809726
